0,0,0.985488
0,0.125,1.12544
0,0.25,1.27883
0,0.375,1.45062
0,0.5,1.64427
0,0.625,1.86331
0,0.75,2.11135
0,0.875,2.39237
0,1,2.71085
0.125,0,1.12576
0.125,0.125,1.27807
0.125,0.25,1.45019
0.125,0.375,1.6443
0.125,0.5,1.86342
0.125,0.625,2.11154
0.125,0.75,2.39256
0.125,0.875,2.71097
0.125,1,3.07181
0.25,0,1.27751
0.25,0.125,1.4482
0.25,0.25,1.64183
0.25,0.375,1.86088
0.25,0.5,2.10783
0.25,0.625,2.38837
0.25,0.75,2.70605
0.25,0.875,3.06612
0.25,1,3.47413
0.375,0,1.4419
0.375,0.125,1.63374
0.375,0.25,1.8515
0.375,0.375,0
0.375,0.5,0
0.375,0.625,0
0.375,0.75,3.04881
0.375,0.875,3.45454
0.375,1,3.91412
0.5,0,1.61701
0.5,0.125,1.83164
0.5,0.25,2.07504
0.5,0.375,0
0.5,0.5,0
0.5,0.625,0
0.5,0.75,3.41493
0.5,0.875,3.87017
0.5,1,4.38496
0.625,0,1.79921
0.625,0.125,2.0377
0.625,0.25,2.30803
0.625,0.375,0
0.625,0.5,0
0.625,0.625,0
0.625,0.75,3.79974
0.625,0.875,4.3044
0.625,1,4.87632
0.75,0,1.98331
0.75,0.125,2.24602
0.75,0.25,2.54398
0.75,0.375,2.88199
0.75,0.5,3.26626
0.75,0.625,3.69791
0.75,0.75,4.18782
0.75,0.875,4.74352
0.75,1,5.37337
0.875,0,2.16263
0.875,0.125,2.44896
0.875,0.25,2.77376
0.875,0.375,3.14205
0.875,0.5,3.55947
0.875,0.625,4.03135
0.875,0.75,4.56593
0.875,0.875,5.17177
0.875,1,5.85823
1,0,2.32957
1,0.125,2.63798
1,0.25,2.98784
1,0.375,3.38451
1,0.5,3.83392
1,0.625,4.34254
1,0.75,4.91864
1,0.875,5.57136
1,1,6.31075
