0,-0.533956
0.03125,-0.532982
0.0625,-0.530062
0.09375,-0.525212
0.125,-0.51846
0.15625,-0.509845
0.1875,-0.499414
0.21875,-0.487224
0.25,-0.473341
0.28125,-0.457837
0.3125,-0.440788
0.34375,-0.422277
0.375,-0.402388
0.40625,-0.38121
0.4375,-0.35883
0.46875,-0.335338
0.5,-0.310822
0.53125,-0.285369
0.5625,-0.259063
0.59375,-0.231987
0.625,-0.20422
0.65625,-0.175838
0.6875,-0.146913
0.71875,-0.117513
0.75,-0.0877033
0.78125,-0.0575436
0.8125,-0.0270907
0.84375,0.00360274
0.875,0.0344879
0.90625,0.0655195
0.9375,0.096656
0.96875,0.127859
1,0.159094
