0,-0.763111
0.00390625,-0.759197
0.0078125,-0.755268
0.0117188,-0.751324
0.015625,-0.747364
0.0195312,-0.743389
0.0234375,-0.739399
0.0273438,-0.735393
0.03125,-0.731373
0.0351562,-0.727337
0.0390625,-0.723286
0.0429688,-0.71922
0.046875,-0.715138
0.0507812,-0.711041
0.0546875,-0.706929
0.0585938,-0.702802
0.0625,-0.69866
0.0664062,-0.694502
0.0703125,-0.69033
0.0742188,-0.686142
0.078125,-0.681939
0.0820312,-0.677721
0.0859375,-0.673488
0.0898438,-0.66924
0.09375,-0.664977
0.0976562,-0.660699
0.101562,-0.656405
0.105469,-0.652097
0.109375,-0.647774
0.113281,-0.643436
0.117188,-0.639082
0.121094,-0.634714
0.125,-0.630331
0.128906,-0.625934
0.132812,-0.621521
0.136719,-0.617093
0.140625,-0.612651
0.144531,-0.608194
0.148438,-0.603723
0.152344,-0.599236
0.15625,-0.594735
0.160156,-0.59022
0.164062,-0.585689
0.167969,-0.581144
0.171875,-0.576585
0.175781,-0.572011
0.179688,-0.567423
0.183594,-0.56282
0.1875,-0.558204
0.191406,-0.553572
0.195312,-0.548927
0.199219,-0.544267
0.203125,-0.539593
0.207031,-0.534905
0.210938,-0.530202
0.214844,-0.525486
0.21875,-0.520756
0.222656,-0.516012
0.226562,-0.511253
0.230469,-0.506481
0.234375,-0.501696
0.238281,-0.496896
0.242188,-0.492083
0.246094,-0.487256
0.25,-0.482416
0.253906,-0.477562
0.257812,-0.472694
0.261719,-0.467814
0.265625,-0.462919
0.269531,-0.458012
0.273438,-0.453092
0.277344,-0.448158
0.28125,-0.443211
0.285156,-0.438251
0.289062,-0.433279
0.292969,-0.428293
0.296875,-0.423295
0.300781,-0.418284
0.304688,-0.41326
0.308594,-0.408224
0.3125,-0.403175
0.316406,-0.398114
0.320312,-0.393041
0.324219,-0.387955
0.328125,-0.382857
0.332031,-0.377747
0.335938,-0.372625
0.339844,-0.367491
0.34375,-0.362345
0.347656,-0.357188
0.351562,-0.352019
0.355469,-0.346838
0.359375,-0.341646
0.363281,-0.336443
0.367188,-0.331228
0.371094,-0.326002
0.375,-0.320765
0.378906,-0.315517
0.382812,-0.310258
0.386719,-0.304988
0.390625,-0.299707
0.394531,-0.294416
0.398438,-0.289115
0.402344,-0.283803
0.40625,-0.278481
0.410156,-0.273148
0.414062,-0.267806
0.417969,-0.262453
0.421875,-0.257091
0.425781,-0.251719
0.429688,-0.246338
0.433594,-0.240947
0.4375,-0.235546
0.441406,-0.230137
0.445312,-0.224718
0.449219,-0.21929
0.453125,-0.213854
0.457031,-0.208408
0.460938,-0.202954
0.464844,-0.197492
0.46875,-0.192021
0.472656,-0.186542
0.476562,-0.181054
0.480469,-0.175559
0.484375,-0.170056
0.488281,-0.164545
0.492188,-0.159027
0.496094,-0.153501
0.5,-0.147968
0.503906,-0.142427
0.507812,-0.13688
0.511719,-0.131326
0.515625,-0.125765
0.519531,-0.120197
0.523438,-0.114623
0.527344,-0.109043
0.53125,-0.103457
0.535156,-0.0978641
0.539062,-0.0922658
0.542969,-0.0866618
0.546875,-0.0810523
0.550781,-0.0754374
0.554688,-0.0698173
0.558594,-0.0641922
0.5625,-0.0585621
0.566406,-0.0529273
0.570312,-0.0472879
0.574219,-0.0416441
0.578125,-0.035996
0.582031,-0.0303439
0.585938,-0.0246878
0.589844,-0.019028
0.59375,-0.0133647
0.597656,-0.00769789
0.601562,-0.00202788
0.605469,0.00364519
0.609375,0.00932114
0.613281,0.0149998
0.617188,0.020681
0.621094,0.0263645
0.625,0.0320502
0.628906,0.0377379
0.632812,0.0434274
0.636719,0.0491185
0.640625,0.0548111
0.644531,0.0605049
0.648438,0.0661997
0.652344,0.0718955
0.65625,0.0775919
0.660156,0.0832888
0.664062,0.088986
0.667969,0.0946833
0.671875,0.100381
0.675781,0.106078
0.679688,0.111774
0.683594,0.11747
0.6875,0.123165
0.691406,0.128859
0.695312,0.134551
0.699219,0.140242
0.703125,0.145932
0.707031,0.151619
0.710938,0.157305
0.714844,0.162988
0.71875,0.168668
0.722656,0.174346
0.726562,0.180021
0.730469,0.185693
0.734375,0.191362
0.738281,0.197027
0.742188,0.202688
0.746094,0.208345
0.75,0.213998
0.753906,0.219647
0.757812,0.225291
0.761719,0.23093
0.765625,0.236564
0.769531,0.242193
0.773438,0.247816
0.777344,0.253434
0.78125,0.259045
0.785156,0.264651
0.789062,0.27025
0.792969,0.275842
0.796875,0.281428
0.800781,0.287006
0.804688,0.292577
0.808594,0.298141
0.8125,0.303697
0.816406,0.309245
0.820312,0.314785
0.824219,0.320316
0.828125,0.325839
0.832031,0.331352
0.835938,0.336857
0.839844,0.342352
0.84375,0.347838
0.847656,0.353313
0.851562,0.358779
0.855469,0.364234
0.859375,0.369679
0.863281,0.375113
0.867188,0.380536
0.871094,0.385948
0.875,0.391349
0.878906,0.396737
0.882812,0.402114
0.886719,0.407478
0.890625,0.41283
0.894531,0.418169
0.898438,0.423496
0.902344,0.428809
0.90625,0.434109
0.910156,0.439395
0.914062,0.444667
0.917969,0.449926
0.921875,0.455169
0.925781,0.460399
0.929688,0.465613
0.933594,0.470812
0.9375,0.475996
0.941406,0.481164
0.945312,0.486317
0.949219,0.491453
0.953125,0.496574
0.957031,0.501677
0.960938,0.506764
0.964844,0.511834
0.96875,0.516886
0.972656,0.521921
0.976562,0.526939
0.980469,0.531938
0.984375,0.536919
0.988281,0.541882
0.992188,0.546825
0.996094,0.55175
1,0.556656
