0,-4.99972e-05
0.015625,0.000194024
0.03125,0.000926088
0.046875,0.00214548
0.0625,0.00385101
0.078125,0.00604101
0.09375,0.00871334
0.109375,0.0118654
0.125,0.0154941
0.140625,0.0195959
0.15625,0.0241668
0.171875,0.0292023
0.1875,0.0346976
0.203125,0.0406472
0.21875,0.0470453
0.234375,0.0538858
0.25,0.0611618
0.265625,0.0688663
0.28125,0.0769919
0.296875,0.0855305
0.3125,0.0944738
0.328125,0.103813
0.34375,0.113539
0.359375,0.123643
0.375,0.134114
0.390625,0.144942
0.40625,0.156117
0.421875,0.167628
0.4375,0.179463
0.453125,0.191611
0.46875,0.20406
0.484375,0.216799
0.5,0.229814
0.515625,0.243092
0.53125,0.256622
0.546875,0.270389
0.5625,0.284381
0.578125,0.298583
0.59375,0.312981
0.609375,0.327562
0.625,0.342312
0.640625,0.357215
0.65625,0.372258
0.671875,0.387426
0.6875,0.402704
0.703125,0.418076
0.71875,0.433529
0.734375,0.449046
0.75,0.464613
0.765625,0.480215
0.78125,0.495836
0.796875,0.511461
0.8125,0.527075
0.828125,0.542663
0.84375,0.558208
0.859375,0.573697
0.875,0.589114
0.890625,0.604444
0.90625,0.619672
0.921875,0.634783
0.9375,0.649762
0.953125,0.664596
0.96875,0.679268
0.984375,0.693765
1,0.708073
