0,0,-1.74142
0.03125,0,-1.70968
0.0625,0,-1.67698
0.09375,0,-1.6433
0.125,0,-1.60867
0.15625,0,-1.57309
0.1875,0,-1.53657
0.21875,0,-1.49914
0.25,0,-1.46082
0.28125,0,-1.42164
0.3125,0,-1.38163
0.34375,0,-1.34082
0.375,0,-1.29927
0.40625,0,-1.25701
0.4375,0,-1.21411
0.46875,0,-1.17061
0.5,0,-1.12659
0.53125,0,-1.08211
0.5625,0,-1.03725
0.59375,0,-0.992091
0.625,0,-0.946712
0.65625,0,-0.901208
0.6875,0,-0.855673
0.71875,0,-0.810208
0.75,0,-0.764918
0.78125,0,-0.719911
0.8125,0,-0.6753
0.84375,0,-0.6312
0.875,0,-0.58773
0.90625,0,-0.545012
0.9375,0,-0.503166
0.96875,0,-0.462317
1,0,-0.422587
0,0.03125,-1.70966
0.03125,0.03125,-1.67692
0.0625,0.03125,-1.64318
0.09375,0.03125,-1.60843
0.125,0.03125,-1.5727
0.15625,0.03125,-1.53599
0.1875,0.03125,-1.49831
0.21875,0.03125,-1.45969
0.25,0.03125,-1.42016
0.28125,0.03125,-1.37973
0.3125,0.03125,-1.33845
0.34375,0.03125,-1.29634
0.375,0.03125,-1.25347
0.40625,0.03125,-1.20987
0.4375,0.03125,-1.1656
0.46875,0.03125,-1.12073
0.5,0.03125,-1.07531
0.53125,0.03125,-1.02941
0.5625,0.03125,-0.983128
0.59375,0.03125,-0.936531
0.625,0.03125,-0.88971
0.65625,0.03125,-0.84276
0.6875,0.03125,-0.795778
0.71875,0.03125,-0.748868
0.75,0.03125,-0.702138
0.78125,0.03125,-0.655701
0.8125,0.03125,-0.609672
0.84375,0.03125,-0.564171
0.875,0.03125,-0.51932
0.90625,0.03125,-0.475243
0.9375,0.03125,-0.432068
0.96875,0.03125,-0.389921
1,0.03125,-0.34893
0,0.0625,-1.6769
0.03125,0.0625,-1.64312
0.0625,0.0625,-1.6083
0.09375,0.0625,-1.57246
0.125,0.0625,-1.53559
0.15625,0.0625,-1.49771
0.1875,0.0625,-1.45884
0.21875,0.0625,-1.41899
0.25,0.0625,-1.3782
0.28125,0.0625,-1.33649
0.3125,0.0625,-1.29389
0.34375,0.0625,-1.25045
0.375,0.0625,-1.20622
0.40625,0.0625,-1.16123
0.4375,0.0625,-1.11556
0.46875,0.0625,-1.06926
0.5,0.0625,-1.02239
0.53125,0.0625,-0.975043
0.5625,0.0625,-0.927286
0.59375,0.0625,-0.879208
0.625,0.0625,-0.8309
0.65625,0.0625,-0.782457
0.6875,0.0625,-0.733983
0.71875,0.0625,-0.685582
0.75,0.0625,-0.637368
0.78125,0.0625,-0.589455
0.8125,0.0625,-0.541963
0.84375,0.0625,-0.495017
0.875,0.0625,-0.44874
0.90625,0.0625,-0.403264
0.9375,0.0625,-0.358717
0.96875,0.0625,-0.315231
1,0.0625,-0.272939
0,0.09375,-1.6431
0.03125,0.09375,-1.60825
0.0625,0.09375,-1.57232
0.09375,0.09375,-1.53534
0.125,0.09375,-1.4973
0.15625,0.09375,-1.45822
0.1875,0.09375,-1.41811
0.21875,0.09375,-1.377
0.25,0.09375,-1.33491
0.28125,0.09375,-1.29187
0.3125,0.09375,-1.24793
0.34375,0.09375,-1.20311
0.375,0.09375,-1.15747
0.40625,0.09375,-1.11105
0.4375,0.09375,-1.06393
0.46875,0.09375,-1.01615
0.5,0.09375,-0.9678
0.53125,0.09375,-0.918946
0.5625,0.09375,-0.869673
0.59375,0.09375,-0.820067
0.625,0.09375,-0.770224
0.65625,0.09375,-0.720242
0.6875,0.09375,-0.670227
0.71875,0.09375,-0.620289
0.75,0.09375,-0.570543
0.78125,0.09375,-0.521108
0.8125,0.09375,-0.472107
0.84375,0.09375,-0.423669
0.875,0.09375,-0.375923
0.90625,0.09375,-0.329002
0.9375,0.09375,-0.28304
0.96875,0.09375,-0.238173
1,0.09375,-0.194538
0,0.125,-1.60823
0.03125,0.125,-1.57226
0.0625,0.125,-1.5352
0.09375,0.125,-1.49704
0.125,0.125,-1.4578
0.15625,0.125,-1.41747
0.1875,0.125,-1.37609
0.21875,0.125,-1.33368
0.25,0.125,-1.29025
0.28125,0.125,-1.24584
0.3125,0.125,-1.2005
0.34375,0.125,-1.15426
0.375,0.125,-1.10717
0.40625,0.125,-1.05928
0.4375,0.125,-1.01066
0.46875,0.125,-0.961364
0.5,0.125,-0.911476
0.53125,0.125,-0.86107
0.5625,0.125,-0.810231
0.59375,0.125,-0.759049
0.625,0.125,-0.707622
0.65625,0.125,-0.656053
0.6875,0.125,-0.604449
0.71875,0.125,-0.552924
0.75,0.125,-0.501598
0.78125,0.125,-0.450592
0.8125,0.125,-0.400035
0.84375,0.125,-0.350059
0.875,0.125,-0.300796
0.90625,0.125,-0.252384
0.9375,0.125,-0.204963
0.96875,0.125,-0.158672
1,0.125,-0.113652
0,0.15625,-1.57224
0.03125,0.15625,-1.53514
0.0625,0.15625,-1.4969
0.09375,0.15625,-1.45753
0.125,0.15625,-1.41704
0.15625,0.15625,-1.37543
0.1875,0.15625,-1.33274
0.21875,0.15625,-1.28897
0.25,0.15625,-1.24417
0.28125,0.15625,-1.19835
0.3125,0.15625,-1.15157
0.34375,0.15625,-1.10386
0.375,0.15625,-1.05527
0.40625,0.15625,-1.00586
0.4375,0.15625,-0.955694
0.46875,0.15625,-0.904837
0.5,0.15625,-0.853364
0.53125,0.15625,-0.801356
0.5625,0.15625,-0.748902
0.59375,0.15625,-0.696095
0.625,0.15625,-0.643034
0.65625,0.15625,-0.589827
0.6875,0.15625,-0.536584
0.71875,0.15625,-0.483422
0.75,0.15625,-0.430465
0.78125,0.15625,-0.37784
0.8125,0.15625,-0.325677
0.84375,0.15625,-0.274113
0.875,0.15625,-0.223285
0.90625,0.15625,-0.173337
0.9375,0.15625,-0.124409
